human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
251,BUNDESGESETZ ÜBER DEN AUSBAU VON ENERGIE AUS ERNEUERBAREN QUELLEN (ERNEUERBAREN-AUSBAU-GESETZ – EAG),EVENT,A key national law in Austria enacted in 2022 to stimulate and regulate the expansion of renewable energy sources.,1,0,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
252,ELWG – ELEKTRIZITÄTSWIRTSCHAFTSGESETZ,EVENT,"Austrian law regulating the organization and market operations of the electricity sector, supporting grid and market reforms for renewables.",1,3,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
253,PV,ORGANIZATION,"As an abbreviation within the text, it refers generally to the photovoltaic sector and stakeholders participating in Austria’s energy transition.",1,0,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
254,STROM- UND FLEXIBILITÄTSMÄRKTE,EVENT,Electricity and flexibility markets in Austria where PV system operators and communities can trade or balance power demand and supply.,1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
255,SOLARPARKS,ORGANIZATION,"Large-scale photovoltaic projects creating economic and biodiversity benefits, referenced as case studies for expansion.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
256,EUROPÄISCHER RAT,ORGANIZATION,"The ""EUROPÄISCHER RAT,"" known in English as the European Council, is a key institution of the European Union responsible for defining the general political direction and priorities of the EU. The European Council plays a central role in setting the strategic agenda and overarching policy aims for the Union. It is composed of the heads of state or government of the EU member states, along with its own President and the President of the European Commission. The European Council convenes regularly to address the most significant and pressing EU issues, coordinate policies, and make high-level decisions that guide the direction of the Union. Specifically referenced in the context of EU climate and industrial strategy documents, the European Council is actively involved in shaping and endorsing major policy initiatives related to climate action, industrial development, and long-term sustainable growth. Through its conclusions and orientations, the European Council provides guidance and impetus for legislative and policy action within the EU, ensuring coherence and strong leadership on matters of critical importance to all member states.",2,2,"['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
257,EUROPÄISCHES PARLAMENT,ORGANIZATION,"The EUROPÄISCHES PARLAMENT (European Parliament) is the directly elected legislative body of the European Union. It plays a central role in the governance of the EU, being responsible for passing European laws jointly with the Council of the European Union. As a key decision-making institution, the European Parliament is also a recipient of communications and proposals connected to major EU strategies, such as the European Green Deal and the ""Fit für 55"" legislative package, which aim to facilitate the EU's transition towards sustainability and climate neutrality. Through its legislative, supervisory, and budgetary powers, the European Parliament influences policy-making and ensures democratic representation across the European Union.",2,2,"['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
258,EUROPEAN ECONOMIC AND SOCIAL COMMITTEE,ORGANIZATION,"An advisory body of the European Union, referenced among stakeholders addressed by the Green Deal Industrial Plan.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
259,COMMITTEE OF THE REGIONS,ORGANIZATION,"The EU's assembly of local and regional representatives involved in shaping EU legislation, mentioned in reference to energy-related policy communications.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
260,"BUNDESGESETZ, MIT DEM DAS WOHNUNGSEIGENTUMSGESETZ 2002 GEÄNDERT WIRD (WEG-NOVELLE 2022)",EVENT,A federal law amendment in Austria (2022) reforming the Condominium Act to facilitate renewable energy expansion and shared generation facilities.,1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
261,DIGITALISIERUNG DER MARKTKOMMUNIKATION,EVENT,"The ongoing digitalization of market communication processes in Austria's energy sector, enabling real-time participation in power and flexibility markets.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
262,ELWOG – ELEKTRIZITÄTSWIRTSCHAFTS- UND -ORGANISATIONSGESETZ,EVENT,"Predecessor to the ElWG, a key Austrian law regarding electricity market organization and regulation.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
263,STROMBINNENMARKTRICHTLINIE 2019/944 DER EU,EVENT,"A European Union directive from 2019 designed to further liberalize and integrate electricity markets across member states, referenced in Austria's legal framework.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
264,ERNEUERBAREN-RICHTLINIE 2018/2001,EVENT,"The ERNEUERBAREN-RICHTLINIE 2018/2001, also known as EU Directive 2018/2001 or the Renewable Energy Directive, is a 2018 European Union directive that forms the legal foundation for the expansion of renewable energy across EU member states. It establishes binding targets and a comprehensive legislative framework designed to promote the increased use of renewable energy within the European Union. The directive plays a significant role in shaping national strategies, including Austria's, by setting legal requirements and clear goals for renewable energy adoption, thereby supporting the EU’s overall commitment to sustainable energy transitions and climate objectives.",2,2,"['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'
 '6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a']",,,,,
265,PRIVATEN VEREINBARUNG,EVENT,"The legal form of a private agreement, now permitted in Austria to enable active customers to collaborate on energy projects without forming a new legal entity.",1,1,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,
266,ELWOG,ORGANIZATION,"Elektrizitätswirtschafts- und -organisationsgesetz (ElWOG), an Austrian law governing the electricity sector, replaced by newer legislation, and used for the implementation of various EU directives regarding the electricity market and renewable energy.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
267,STROMBINNENMARKTRICHTLINIE 2019/944,EVENT,"The EU's Directive 2019/944, commonly referred to as the Electricity Market Directive, providing a regulatory framework for the internal electricity market in the European Union.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
268,EUROPÄISCHE UNION (EU),ORGANIZATION,"The European Union, a political and economic union of 27 member states, responsible for enacting directives such as those for the electricity market and renewable energy, and initiator of the European Green Deal.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
269,EU ÖKODESIGN-RICHTLINIE,EVENT,"The EU Eco-design Directive 2009/125/EC, a legislative framework for setting eco-design requirements for energy-related products in the EU.",1,3,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
270,BUNDESVERBAND PV AUSTRIA,ORGANIZATION,"An Austrian federal association representing the interests of the photovoltaic (PV) industry, involved in studies and guidelines for PV installation in Austria.",1,7,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
271,SCHWERPUNKT NETZANSCHLUSS,EVENT,"Focus on grid connection, referenced as a topic or section in studies or handbooks related to PV installations in Austria.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
272,"BUNDESMINISTERIUM FÜR KLIMASCHUTZ, UMWELT, ENERGIE, MOBILITÄT, INNOVATION UND TECHNOLOGIE (BMK)",ORGANIZATION,"The Austrian Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology, responsible for overseeing climate and energy policies, developing net infrastructure plans, and training initiatives.",1,4,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
273,ROLF PESCHL,PERSON,"Rolf Peschl, cited as an author of studies on solar parks and biodiversity, and active in the field of environmental and energy economic research.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
274,REPOWEREU-PLAN,EVENT,"The REPowerEU Plan, EU-driven strategy released in May 2022 to reduce dependence on fossil fuels, boost energy security, and accelerate the renewable transition.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
275,UMWELTFÖRDERUNGSGESETZ – UFG,ORGANIZATION,"The Environmental Subsidies Act (UFG) of Austria, regulates funding for measures in water management, environmental protection, and climate initiatives.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
276,INTEGRIERTER NATIONALER ENERGIE- UND KLIMAPLAN FÜR ÖSTERREICH,EVENT,"The Integrated National Energy and Climate Plan of Austria for 2021-2030, outlines national strategies and targets for climate and energy policies.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
277,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN,EVENT,"The Integrated Austrian Network Infrastructure Plan, developed by BMK, for grid enhancement and expansion to integrate renewables.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
278,JUST TRANSITION,EVENT,"Just Transition, a policy and action plan by Austrian ministry (BMK) focusing on workforce transformation and the social dimensions of energy transition.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
279,ÖSTERREICHISCHE GESELLSCHAFT FÜR UMWELT UND TECHNIK,ORGANIZATION,"The Austrian Society for Environment and Technology (ÖGUT), which works on methods to promote social innovation in the energy transition.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
280,SINNERGYTRANS,ORGANIZATION,Project or initiative focused on methods for social innovation in the context of the energy transition in Austria.,1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
281,BERLIN,GEO,"Berlin, capital city of Germany and location of Bundesverband Neue Energiewirtschaft (bne) e.V.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
282,BRUSSELS,GEO,"Brussels, the de facto capital of the European Union, a key site for EU decisions related to energy and climate policy.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
283,BUNDESMINISTERIUM FÜR UMWELT,ORGANIZATION,"The Austrian Federal Ministry for Environment, involved in environmental protection policy at the national level and involved in funding and administrative oversight.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
284,BUNDESMINISTERIUM FÜR ENERGIE,ORGANIZATION,"A division within the Austrian federal ministries dealing with energy policy, overseeing strategies for the electricity and renewables sectors.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
285,BUNDESMINISTERIUM FÜR MOBILITÄT,ORGANIZATION,"Division within the Austrian federal ministry, responsible for mobility and transport policy, as part of the umbrella BMK.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
286,BUNDESMINISTERIUM FÜR INNOVATION UND TECHNOLOGIE,ORGANIZATION,"Division of the Austrian federal ministry responsible for fostering innovation and technology in energy, mobility, and environmental transitions.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
287,EUROPÄISCHER WIRTSCHAFTS- UND SOZIALAUSSCHUSS,ORGANIZATION,"The European Economic and Social Committee, an EU advisory body representing civil society, advising on energy and climate policy.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
288,AUSSCHUSS DER REGIONEN,ORGANIZATION,"The Committee of the Regions, a consultative body representing regional and local authorities within the EU, providing input on energy and environmental policy.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
289,MARKTENTWICKLUNG 2023,EVENT,"Market Development 2023, referring to recent trends and changes in the Austrian market for innovative energy technologies, as analyzed in studies referenced in the document.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
290,RICHTLINIE (EU) 2018/1999,EVENT,"EU Governance Regulation 2018/1999, setting out the governance mechanisms for the Energy Union and climate action.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
291,VERORDNUNG (EU) 2022/2577,EVENT,"EU Regulation (EU) 2022/2577, provides a framework for accelerating the deployment and permitting of renewable energy projects within EU member states.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
292,RICHTLINIE 98/70/EG,EVENT,"EU Directive 98/70/EC, regulates the quality of petrol and diesel fuels in connection with renewable energy legislation.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
293,RICHTLINIE (EU) 2015/652,EVENT,"EU Directive 2015/652, concerns calculation and reporting methods regarding fuel quality under the Renewable Energy Directive.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
294,RICHTLINIE (EU) 2012/27/EU,EVENT,"EU Directive 2012/27/EU, the Energy Efficiency Directive, requiring member states to implement measures to improve energy efficiency.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
295,HANDLUNGSANLEITUNG FÜR DIE ERRICHTUNG VON PV-ANLAGEN,EVENT,"A guideline or instructional event for building PV systems, produced by Austrian stakeholders for standardizing and facilitating PV installation.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
296,ANALYSE VON HEMMNISSEN FÜR DEN ANSCHLUSS UND BETRIEB VON STROMERZEUGUNGSANLAGEN,EVENT,"A research event described as an analysis focused on identifying and solving barriers to grid connection and operation of electricity generating facilities, especially renewables.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
297,STIMMUNGSBAROMETER DER ÖSTERREICHISCHEN BEVÖLKERUNG ZU ERNEUERBAREN ENERGIEN,EVENT,"The annual barometer surveying the Austrian population’s mood regarding renewable energies, tracking acceptance and attitudes.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
298,INTERNATIONALE ENERGIEAGENTUR,ORGANIZATION,"The International Energy Agency (IEA), mentioned as a global organization analyzing and supporting the energy transition.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
299,"BUNDESGESETZ ÜBER DIE FÖRDERUNG VON MASSNAHMEN IN DEN BEREICHEN DER WASSERWIRTSCHAFT, DER UMWELT...",ORGANIZATION,"The Austrian Federal Law for the Promotion of Measures in Water Management, Environment, Site Remediation, and Climate Protection, often referred to as Umweltförderungsgesetz.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
300,ÖGUT,ORGANIZATION,"Österreichische Gesellschaft für Umwelt und Technik (Austrian Society for Environment and Technology), a non-profit for advancing environmental technology.",1,2,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
301,"KOMMUNIKATION DER KOMMISSION AN DAS EUROPÄISCHE PARLAMENT, DEN EUROPÄISCHEN RAT, DEN RAT, DEN EUROPÄISCHEN WIRTSCHAFTS- UND SOZIALAUSSCHUSS UND DEN AUSSCHUSS DER REGIONEN",EVENT,Official EU Commission communication regarding the REPowerEU Plan and other packages.,1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
302,ENTWURF ZUR ÖFFENTLICHEN KONSULTATION,EVENT,"Draft for public consultation, refers to the release of a major policy plan (e.g., Integrated National Energy and Climate Plan) for public comment.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
303,STELLUNGNAHME,EVENT,Public commentary phase—an event where stakeholders and citizens provide feedback on draft policies such as the network infrastructure plan.,1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
304,AKTIONSPLAN AUS- UND WEITERBILDUNG,EVENT,"Action Plan for Education and Training, referenced as part of Austria's Just Transition policies.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
305,METHODEN ZUR FÖRDERUNG SOZIALER INNOVATION IM KONTEXT DER ENERGIEWENDE,EVENT,"Methods to foster social innovation in the context of the energy transition, as examined by ÖGUT and SinnEnergytrans.",1,1,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
306,BUNDESTAG,ORGANIZATION,"German Federal Parliament, mentioned in legislative contexts within the document.",1,0,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,
307,"RADETZKYSTRASSE 2, 1030 WIEN",GEO,"Radetzkystraße 2, 1030 Wien is the physical address of the Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology in Vienna, Austria.",1,2,['7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b'],,,,,
308,UMWELTVERTRÄGLICHKEITSPRÜFUNG,EVENT,"The ""Umweltverträglichkeitsprüfung"" (Environmental Impact Assessment) is a regulatory procedure in Austria to evaluate the potential ecological and social effects of large infrastructure projects, potentially referenced with regard to the expansion of photovoltaic installations.",1,1,['7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b'],,,,,
309,TERAWATTSTUNDE,EVENT,"A ""Terawattstunde"" (TWh) is a unit of energy commonly used to measure large-scale electricity production or consumption, likely referred to in the context of the goal or output targets of the photovoltaic strategy.",1,1,['7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b'],,,,,
310,SERVICEBUERO@BMK.GV.AT,ORGANIZATION,"servicebuero@bmk.gv.at is the official email contact point for the service office of the Ministry, acting as an interface for public and institutional communication.",1,2,['7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b'],,,,,
311,BMK.GV.AT,ORGANIZATION,"bmk.gv.at is the official website domain for the Austrian Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology, serving as an organizational portal for ministry-related information and services.",1,2,['7ae981575e185e2452d144d541d822b7725e27bc7dda501c9d8495719003ccb89584fe5e1ac83baa67ae4060497ae5e2536fae015a551dc8cdefa9b5aa17289b'],,,,,
